Temperature(°C),Dew point temperature(°C),Wind speed (m/s),Humidity(%),Visibility (10m),Hour,Rented Bike Count
23.2,19.3,1.8,79,1941,4,306
23.3,19.4,1.7,79,1592,5,232
23.5,19.6,2.0,79,1439,6,318
23.7,19.2,1.9,76,1281,7,490
24.1,20.0,2.0,78,1133,8,721
25.3,19.8,2.4,72,1220,9,808
26.3,19.6,3.2,67,1673,10,858
28.0,18.6,3.3,57,1827,11,916
27.9,18.0,2.9,55,1922,12,1070
28.6,18.3,2.9,54,1925,13,1231
29.2,18.3,3.1,52,1735,14,1261
28.1,17.6,4.5,53,1953,15,1516
27.2,18.2,3.7,58,1987,16,1592
26.9,18.4,2.8,60,2000,17,1797
27.1,17.5,3.0,56,1987,18,2080
25.8,17.9,3.3,62,2000,19,2043
24.6,17.5,2.9,65,2000,20,2022
23.9,18.3,2.3,71,2000,21,1937
23.4,18.7,1.6,75,2000,22,1717
22.9,18.8,1.4,78,2000,23,1357
22.8,18.7,1.5,78,2000,0,1163
22.5,18.8,0.6,80,2000,1,769
22.1,19.2,0.6,84,2000,2,600
21.6,18.9,0.1,85,1982,3,426
21.2,18.7,0.5,86,1724,4,290
20.7,18.6,0.6,88,1100,5,188
20.4,18.3,0.6,88,1064,6,243
20.7,18.0,0.5,85,1052,7,381
22.1,17.2,1.0,74,1479,8,566
24.2,16.9,1.2,64,1985,9,725
26.3,15.9,1.6,53,2000,10,681
28.0,15.2,1.7,46,1990,11,791
28.9,14.6,2.0,42,1975,12,1070
27.8,17.6,3.5,54,2000,13,657
25.8,19.6,3.6,69,1309,14,417
24.3,17.0,1.8,64,1931,15,782
23.5,14.2,2.3,56,2000,16,1025
23.5,14.7,1.2,58,2000,17,1399
23.4,16.9,0.6,67,2000,18,1479
22.7,16.7,1.9,69,2000,19,1596
22.4,15.2,0.8,64,2000,20,1674
22.5,15.5,1.1,65,2000,21,1276
21.2,17.8,1.0,81,1808,22,764
20.8,17.9,0.9,84,1078,23,348
20.5,17.8,1.0,85,2000,0,325
20.5,18.6,0.5,89,235,1,61
20.3,19.8,0.7,97,315,2,44
20.3,19.8,0.4,97,200,3,22
20.5,20.0,0.1,97,257,4,27
20.5,20.0,0.4,97,384,5,38
20.6,20.2,0.7,98,626,6,47
20.8,20.4,0.5,98,299,7,103
21.3,20.7,1.3,97,1029,8,328
21.5,20.9,0.9,97,1543,9,75
21.7,21.1,1.0,97,1249,10,104
22.0,21.3,1.6,96,602,11,148
22.6,20.8,1.4,90,1963,12,137
22.9,21.5,1.2,92,459,13,149
23.3,21.3,1.5,89,1435,14,231
24.4,22.0,1.5,87,1153,15,580
24.7,22.0,1.2,85,1143,16,886
24.9,21.6,0.9,82,2000,17,1356
24.8,21.7,0.8,83,1947,18,2153
24.7,21.6,0.4,83,2000,19,1615
24.4,21.7,0.7,85,2000,20,1560
23.9,21.7,0.8,88,2000,21,1762
23.5,21.3,0.6,88,2000,22,1571
23.6,21.3,0.6,87,2000,23,1113
23.5,21.3,0.6,88,2000,0,870
23.1,22.0,0.6,94,2000,1,653
23.2,21.0,0.6,88,2000,2,482
22.9,21.7,0.6,93,2000,3,281
22.6,21.7,0.4,95,1919,4,200
22.5,21.8,0.3,96,1605,5,218
22.5,20.7,0.6,90,1149,6,581
22.6,20.5,0.8,88,2000,7,1182
23.4,20.3,0.8,83,1998,8,1841
24.2,20.5,1.2,80,1708,9,865
25.4,20.6,0.7,75,1995,10,670
25.9,21.9,1.7,79,1900,11,411
25.2,23.2,1.4,89,340,12,25
24.6,24.0,0.5,97,765,13,31
24.9,24.3,0.5,97,766,14,126
25.2,24.5,0.6,96,1754,15,122
25.0,24.4,0.7,97,1181,16,60
24.8,24.1,1.8,96,564,17,39
24.3,23.7,0.8,97,105,18,96
23.9,23.5,0.8,98,1792,19,84
23.3,22.7,3.3,97,183,20,10
22.9,22.5,2.1,98,1146,21,122
22.9,22.3,1.3,97,2000,22,64
22.8,22.2,1.0,97,600,23,59
22.7,22.0,0.3,96,2000,0,208
22.8,22.2,0.5,97,2000,1,334
24.2,22.6,3.6,91,1735,2,243
24.5,22.1,4.3,87,1985,3,171
24.6,22.0,4.0,86,1968,4,128
24.6,22.2,3.6,87,1966,5,109
24.7,22.0,3.8,85,2000,6,346
25.0,22.2,3.0,85,2000,7,862
25.3,22.1,3.4,83,1982,8,1595
25.8,21.8,2.7,79,1963,9,867
26.4,22.2,2.7,78,2000,10,642
26.9,21.8,3.2,74,2000,11,671
27.4,21.8,4.2,72,1989,12,648
27.1,22.2,3.7,75,1972,13,540
26.8,22.4,3.5,77,1965,14,490
26.9,22.5,2.5,77,1937,15,583
27.0,22.3,3.8,76,1875,16,193
24.6,23.3,0.9,93,1451,17,160
23.9,23.2,0.2,96,991,18,57
23.5,22.9,0.3,97,323,19,24
23.4,23.0,0.6,98,70,20,19
23.7,23.3,0.6,98,410,21,22
24.3,23.7,2.1,97,1028,22,74
24.2,23.1,0.9,94,1808,23,198
24.7,23.6,2.8,94,1270,0,214
24.9,23.5,2.2,92,1125,1,99
24.7,24.0,1.0,96,337,2,80
24.1,23.5,2.5,97,1989,3,81
23.9,23.2,0.4,96,1797,4,42
24.0,23.4,0.9,97,1347,5,73
24.2,23.5,1.6,96,1206,6,285
24.3,23.6,1.4,96,1025,7,771
24.6,23.9,1.0,96,883,8,1330
25.0,23.6,1.1,92,782,9,846
26.1,22.5,1.5,81,860,10,589
26.2,22.8,2.6,82,834,11,716
27.0,21.9,2.5,74,915,12,768
28.2,21.2,2.2,66,1006,13,865
27.5,20.5,2.8,66,989,14,837
27.2,21.0,3.5,69,963,15,982
27.6,21.1,2.1,68,1038,16,1142
26.8,21.5,2.6,73,916,17,1473
26.1,20.6,2.4,72,1066,18,1887
25.1,20.1,2.1,74,1105,19,1707
24.9,19.0,1.2,70,1377,20,1685
24.8,19.4,1.4,72,1298,21,1732
24.6,18.9,1.5,71,1319,22,1582
24.3,18.6,0.8,71,1549,23,1173
23.9,19.1,1.7,75,1192,0,861
23.7,19.4,1.1,77,1099,1,652
23.4,19.5,0.4,79,1045,2,381
23.3,19.8,1.7,81,1068,3,297
23.2,20.1,1.6,83,1102,4,170
23.1,20.2,0.5,84,1022,5,217
22.9,19.8,0.0,83,1239,6,436
22.9,19.8,0.6,83,1127,7,828
23.1,19.4,0.2,80,1066,8,1686
24.1,18.0,0.9,69,1662,9,1049
25.5,15.2,2.3,53,1843,10,794
26.7,15.7,2.7,51,1925,11,868
27.8,15.4,2.9,47,1905,12,982
28.7,15.9,2.6,46,1815,13,965
29.3,14.6,1.9,41,1928,14,987
30.3,15.5,2.5,41,1864,15,1119
29.7,18.4,3.0,51,2000,16,1404
29.1,17.2,2.8,49,1969,17,1869
28.4,19.0,2.4,57,2000,18,2836
26.5,20.3,2.3,69,2000,19,2372
25.4,20.4,1.6,74,2000,20,1995
24.5,20.4,1.2,78,2000,21,1931
24.1,20.4,0.9,80,1852,22,1789
23.8,20.3,0.6,81,1893,23,1329
23.2,20.1,0.5,83,1887,0,1075
22.7,19.6,0.1,83,1940,1,975
22.0,19.5,0.4,86,1703,2,785
21.6,19.3,0.3,87,1579,3,514
21.2,19.1,0.9,88,1183,4,338
21.1,18.8,0.6,87,1116,5,260
20.9,18.6,0.7,87,1198,6,362
21.1,17.7,1.0,81,1738,7,511
22.3,15.1,1.7,64,2000,8,812
24.1,14.7,2.1,56,1956,9,925
26.0,15.9,1.5,54,2000,10,861
27.6,15.2,1.2,47,2000,11,981
28.9,16.1,1.6,46,1966,12,1086
29.4,17.2,1.9,48,1942,13,1303
29.7,15.4,1.4,42,2000,14,1371
30.0,16.7,0.9,45,2000,15,1480
30.5,15.7,1.4,41,1930,16,1678
29.6,15.3,1.3,42,2000,17,1845
28.8,16.0,1.3,46,2000,18,1892
27.8,15.7,1.1,48,2000,19,1891
26.9,15.2,2.1,49,2000,20,1440
26.0,15.3,1.4,52,2000,21,1110
25.1,14.8,2.0,53,2000,22,992
24.4,14.4,1.6,54,2000,23,1523
23.5,14.2,1.5,56,2000,0,1336
22.8,14.3,1.5,59,2000,1,930
22.0,13.8,1.2,60,2000,2,610
21.5,13.6,1.3,61,2000,3,440
21.1,13.5,1.8,62,2000,4,255
20.6,13.7,1.1,65,2000,5,179
20.2,13.6,1.0,66,2000,6,249
20.2,13.4,1.4,65,2000,7,388
21.3,12.4,1.3,57,2000,8,576
23.4,12.9,1.3,52,1997,9,721
25.0,12.8,1.5,47,2000,10,802
26.5,13.2,1.4,44,1958,11,940
27.5,13.7,1.4,43,1959,12,1075
28.5,14.3,1.7,42,1990,13,1254
29.1,15.2,1.4,43,2000,14,1395
29.3,15.4,1.5,43,1958,15,1550
29.3,15.7,1.4,44,1997,16,1853
28.8,16.3,2.0,47,1998,17,2069
27.9,17.1,1.7,52,2000,18,2118
27.3,17.1,1.5,54,2000,19,1986
26.9,17.3,1.6,56,2000,20,1838
26.2,18.3,2.3,62,2000,21,1759
25.7,18.3,1.1,64,2000,22,1511
25.1,18.0,2.2,65,2000,23,1047
24.7,18.1,1.2,67,2000,0,763
24.5,18.1,0.5,68,2000,1,524
24.3,18.0,1.0,68,2000,2,321
24.2,18.3,0.3,70,2000,3,211
24.0,18.1,1.2,70,2000,4,153
23.9,18.0,1.5,70,2000,5,264
23.8,18.2,1.2,71,2000,6,656
23.9,18.3,0.4,71,2000,7,1287
24.2,18.3,1.4,70,2000,8,1580
23.6,21.1,1.2,86,336,9,719
23.3,21.3,0.7,89,1716,10,434
23.7,21.2,0.6,86,1798,11,443
23.9,20.8,1.1,83,1901,12,673
24.9,20.7,1.5,78,1910,13,731
25.6,21.2,0.8,77,1930,14,532
25.7,22.1,0.7,81,1825,15,137
25.5,23.9,1.3,91,403,16,39
22.7,22.0,4.9,96,452,17,23
21.9,21.3,1.8,97,757,18,113
21.7,21.1,0.2,97,1154,19,73
21.5,20.9,0.3,97,2000,20,151
21.6,21.0,0.5,97,646,21,110
21.7,21.1,0.4,97,440,22,379
21.7,21.1,0.8,97,838,23,486
21.4,20.8,0.1,97,404,0,500
21.3,20.7,1.1,97,570,1,486
20.9,20.2,0.4,96,970,2,324
20.6,20.1,0.2,97,500,3,223
20.4,19.9,2.7,97,704,4,186
20.2,19.7,1.2,97,528,5,219
20.0,19.5,0.0,97,647,6,602
20.1,19.6,1.9,97,443,7,1289
20.5,18.7,1.9,90,490,8,2059
21.6,18.1,2.3,81,1669,9,1083
23.1,17.9,3.1,73,2000,10,822
24.5,17.2,2.7,64,2000,11,940
25.8,16.6,2.8,57,2000,12,995
26.5,17.5,2.8,58,2000,13,997
27.4,16.6,3.8,52,1998,14,987
26.7,15.7,3.4,51,2000,15,1178
27.1,14.8,4.3,47,2000,16,1429
27.6,15.2,3.3,47,2000,17,1993
26.8,16.4,2.6,53,2000,18,3166
25.1,13.6,3.1,49,2000,19,2491
23.7,12.3,3.3,49,2000,20,2259
22.9,13.3,3.0,55,2000,21,2212
22.2,13.5,1.5,58,2000,22,1856
21.7,13.5,0.5,60,2000,23,1233
21.1,14.0,1.5,64,2000,0,983
20.9,14.3,1.1,66,2000,1,748
20.6,15.3,0.9,72,2000,2,493
20.2,16.0,0.4,77,2000,3,376
19.9,16.5,0.2,81,2000,4,220
19.7,16.5,0.5,82,2000,5,249
19.8,16.6,0.5,82,2000,6,676
19.8,16.0,0.9,79,2000,7,1487
21.2,15.2,1.9,69,2000,8,2312
23.4,14.9,3.0,59,1974,9,1195
25.4,13.9,3.9,49,1996,10,847
26.4,14.1,2.9,47,2000,11,937
27.1,13.7,5.0,44,2000,12,1072
27.3,14.6,4.8,46,1983,13,1039
27.9,13.7,5.0,42,1914,14,989
28.1,14.3,5.1,43,1929,15,1131
28.2,12.1,4.0,37,1987,16,1446
27.7,12.8,5.0,40,2000,17,2068
27.0,14.0,2.4,45,2000,18,3160
25.4,15.6,3.2,55,2000,19,2468
24.5,17.2,2.0,64,2000,20,2177
23.9,19.1,2.3,75,1975,21,2024
23.6,20.3,1.8,82,1673,22,1798
23.0,19.9,1.8,83,1469,23,1219
22.5,19.4,0.5,83,1593,0,963
21.9,19.2,0.2,85,1410,1,743
21.6,19.1,0.2,86,1353,2,531
21.5,18.8,0.1,85,1282,3,320
21.6,19.3,0.4,87,951,4,215
21.7,19.4,0.6,87,846,5,247
21.4,18.5,0.8,84,1506,6,680
20.9,17.8,0.4,83,1388,7,1438
21.8,17.5,0.9,77,1419,8,2270
23.5,18.1,0.5,72,1485,9,1186
24.6,18.7,1.2,70,1454,10,835
25.9,18.3,2.5,63,1693,11,941
26.9,18.4,2.3,60,1592,12,1041
28.0,17.2,2.3,52,1642,13,1049
27.9,15.5,3.2,47,1869,14,1032
27.8,15.7,3.0,48,1880,15,1089
26.9,17.0,3.9,55,1909,16,1292
26.6,18.9,3.0,63,2000,17,1525
25.8,16.9,2.9,58,2000,18,2497
25.3,19.6,3.3,71,2000,19,1990
25.1,19.4,3.6,71,2000,20,1900
24.6,18.7,2.5,70,2000,21,1851
24.3,18.6,2.5,71,1992,22,1641
23.9,18.3,4.7,71,1982,23,562
21.3,18.0,3.5,82,1933,0,556
21.6,17.3,2.6,77,1777,1,345
21.3,16.8,2.2,76,1559,2,259
21.1,16.4,1.8,75,1551,3,259
20.8,14.2,1.5,66,1719,4,185
20.5,14.1,1.2,67,1649,5,247
20.2,14.5,1.6,70,1690,6,624
20.3,15.5,1.8,74,1372,7,1346
20.5,16.5,2.5,78,1250,8,2260
21.3,13.9,2.7,63,1969,9,1194
22.6,13.9,1.8,58,1962,10,896
23.8,13.0,3.5,51,1970,11,988
24.2,13.1,3.8,50,2000,12,1213
24.3,13.2,2.9,50,2000,13,1119
25.2,11.7,3.2,43,1981,14,1187
24.7,11.6,4.2,44,2000,15,1391
25.2,10.2,2.8,39,1987,16,1577
24.5,8.8,3.2,37,2000,17,2183
24.4,7.5,2.4,34,2000,18,3154
22.6,7.9,2.8,39,2000,19,2365
21.6,8.4,1.4,43,2000,20,1959
20.6,9.1,2.1,48,2000,21,1915
19.8,9.3,1.2,51,2000,22,1796
19.4,8.6,2.8,50,2000,23,1363
19.2,9.3,3.7,53,2000,0,1107
18.9,9.6,2.3,55,2000,1,1001
18.5,9.8,2.3,57,2000,2,692
17.8,9.9,0.2,60,2000,3,504
17.2,10.7,0.6,66,2000,4,285
16.7,11.1,0.8,70,2000,5,227
16.2,10.7,0.3,70,2000,6,322
16.0,10.5,1.1,70,2000,7,511
17.1,8.5,1.0,57,1979,8,827
19.9,9.4,0.6,51,1906,9,956
22.2,9.0,0.9,43,1891,10,1096
24.2,10.1,1.5,41,1818,11,1179
25.2,9.0,2.4,36,1995,12,1273
26.1,8.1,3.0,32,1985,13,1505
26.8,8.2,2.8,31,2000,14,1554
26.9,9.2,2.9,33,1997,15,1792
27.7,9.4,1.4,32,2000,16,1943
27.2,10.3,1.7,35,2000,17,2167
25.7,10.3,1.5,38,2000,18,2255
24.0,9.9,1.9,41,2000,19,1978
22.8,10.2,2.0,45,2000,20,1944
22.1,10.8,1.7,49,2000,21,1878
21.5,10.9,2.0,51,2000,22,1675
20.7,10.4,1.4,52,2000,23,1142
19.6,9.7,1.5,53,2000,0,1185
18.8,9.2,0.1,54,2000,1,835
18.1,9.4,0.3,57,2000,2,589
17.4,8.7,0.6,57,2000,3,395
17.0,8.9,0.0,59,2000,4,264
16.3,9.9,0.5,66,2000,5,165
15.8,10.1,0.9,69,2000,6,255
15.7,9.8,0.9,68,2000,7,366
17.4,8.5,0.8,56,2000,8,644
20.4,9.9,1.8,51,2000,9,803
22.9,10.3,1.5,45,2000,10,928
24.4,10.2,1.3,41,1982,11,1051
25.9,10.8,1.2,39,1950,12,1220
27.2,9.0,1.7,32,2000,13,1432
28.2,8.4,2.0,29,2000,14,1662
28.9,8.0,1.8,27,2000,15,1877
27.1,10.3,0.9,35,2000,16,2099
27.7,9.9,1.1,33,2000,17,2201
26.0,9.3,0.3,35,2000,18,2368
24.1,14.7,2.5,56,2000,19,2033
22.9,14.1,2.6,58,2000,20,1930
22.2,13.2,1.2,57,2000,21,1820
21.8,12.0,1.6,54,2000,22,1291
21.2,12.0,2.5,56,2000,23,941
20.7,11.8,1.8,57,2000,0,792
20.5,11.9,1.7,58,2000,1,487
20.0,11.7,1.5,59,2000,2,332
19.7,11.7,1.9,60,2000,3,176
19.4,11.6,1.6,61,2000,4,188
19.1,11.6,1.6,62,2000,5,226
18.7,11.7,0.9,64,2000,6,691
18.9,11.6,1.8,63,2000,7,1463
20.1,11.3,1.6,57,2000,8,2278
22.3,11.9,1.9,52,2000,9,1125
24.0,11.9,1.6,47,1996,10,862
25.3,12.1,1.2,44,1948,11,934
26.7,11.9,1.4,40,2000,12,1095
27.1,11.5,1.7,38,2000,13,1057
27.8,11.7,1.4,37,1983,14,1064
27.6,11.9,1.4,38,2000,15,1249
27.5,12.3,1.5,39,2000,16,1467
26.6,11.8,1.4,40,2000,17,2147
25.9,11.9,1.1,42,2000,18,3298
24.4,12.3,2.0,47,2000,19,2518
23.4,11.7,1.8,48,2000,20,2240
22.5,10.9,1.4,48,2000,21,2090
21.7,10.8,1.6,50,2000,22,1779
20.8,10.2,1.7,51,2000,23,1223
20.1,9.9,1.5,52,2000,0,910
19.5,9.3,1.3,52,2000,1,662
18.9,8.8,1.1,52,2000,2,435
18.2,8.1,1.5,52,2000,3,261
17.7,7.7,1.5,52,2000,4,193
17.2,7.7,1.3,54,2000,5,258
17.0,7.8,1.2,55,2000,6,678
16.9,7.7,1.4,55,2000,7,1556
17.8,8.0,1.4,53,2000,8,2369
19.8,8.7,1.9,49,2000,9,1234
21.9,8.7,1.1,43,2000,10,922
23.7,9.2,2.0,40,2000,11,1012
24.5,10.0,1.3,40,1973,12,1192
25.7,11.0,2.2,40,1997,13,1102
25.8,9.9,1.5,37,1995,14,1115
26.0,11.3,1.9,40,2000,15,1222
25.5,12.3,1.4,44,2000,16,1527
25.4,12.2,1.2,44,2000,17,2171
24.7,11.9,0.7,45,2000,18,3222
23.7,12.3,1.8,49,2000,19,2455
22.9,11.2,1.2,48,2000,20,2072
22.2,11.2,1.3,50,2000,21,2018
21.6,11.3,1.9,52,2000,22,1868
20.9,10.9,1.8,53,2000,23,1240
20.2,10.5,1.2,54,2000,0,949
19.6,10.5,1.2,56,2000,1,691
19.0,10.0,0.9,56,2000,2,462
18.4,9.7,1.3,57,2000,3,297
18.0,9.8,1.5,59,2000,4,215
17.5,9.6,1.6,60,2000,5,241
17.0,9.8,1.3,63,2000,6,656
16.8,9.2,1.3,61,2000,7,1551
18.2,9.2,1.5,56,1994,8,2391
20.8,9.3,1.1,48,2000,9,1234
22.7,10.1,1.5,45,2000,10,923
24.8,11.7,2.1,44,1955,11,1017
26.3,13.0,1.2,44,1966,12,1165
26.8,13.8,1.8,45,1984,13,1066
26.9,13.9,1.6,45,2000,14,1087
27.7,13.2,1.6,41,1969,15,1251
27.8,13.7,1.7,42,1974,16,1494
27.8,13.3,1.9,41,1999,17,2129
27.0,13.6,1.4,44,2000,18,3256
25.4,14.2,0.6,50,2000,19,2443
24.0,14.6,0.5,56,1890,20,2146
23.2,14.2,1.1,57,2000,21,2012
22.6,14.4,1.0,60,2000,22,1824
22.2,14.5,0.8,62,2000,23,1309
21.9,14.2,1.0,62,1822,0,968
21.5,14.6,1.0,65,2000,1,736
21.2,14.5,0.8,66,2000,2,437
20.9,14.7,1.7,68,2000,3,304
20.7,14.8,1.3,69,2000,4,240
20.5,14.8,1.2,70,2000,5,248
20.3,14.8,1.6,71,2000,6,655
20.5,14.6,1.4,69,2000,7,1448
20.9,14.7,1.3,68,2000,8,2329
21.8,14.6,1.6,64,2000,9,1322
22.7,14.7,0.9,61,2000,10,915
23.5,15.5,1.2,61,2000,11,972
24.3,15.7,1.5,59,2000,12,1119
25.1,15.6,2.0,56,1964,13,1014
27.2,15.5,1.5,49,1945,14,1097
27.8,16.1,1.4,49,1963,15,1200
28.2,16.1,1.4,48,1995,16,1436
27.9,16.8,1.4,51,2000,17,2021
26.7,17.1,1.8,56,2000,18,3146
25.4,17.3,0.6,61,2000,19,2365
24.6,16.8,0.9,62,2000,20,2003
23.8,17.2,0.6,67,2000,21,2000
22.8,17.0,1.0,70,2000,22,1713
22.4,17.3,0.3,73,1980,23,1303
22.1,17.2,1.1,74,1962,0,971
21.6,16.9,1.1,75,1671,1,775
21.3,16.6,1.1,75,2000,2,482
21.0,16.6,0.7,76,1995,3,349
20.7,16.3,1.0,76,2000,4,223
20.7,16.5,0.9,77,2000,5,249
20.4,16.4,1.0,78,2000,6,644
20.5,16.1,1.3,76,2000,7,1456
21.4,15.6,1.5,70,1986,8,2253
22.3,16.3,1.3,69,2000,9,1201
23.3,16.3,1.4,65,1996,10,936
24.0,16.7,1.3,64,2000,11,982
25.3,15.8,1.2,56,1960,12,1088
26.4,17.1,1.2,57,2000,13,1155
26.3,17.3,1.5,58,1986,14,1199
26.6,16.8,1.8,55,2000,15,1347
26.3,17.0,1.6,57,2000,16,1503
25.9,16.4,1.7,56,2000,17,2059
25.7,16.5,1.5,57,2000,18,2826
25.3,16.9,1.2,60,2000,19,1996
25.0,16.9,1.1,61,2000,20,1869
24.7,16.6,1.6,61,2000,21,1259
24.0,18.8,2.1,73,1541,22,567
22.3,20.0,1.1,87,1810,23,810
21.8,18.7,1.5,83,2000,0,906
21.8,17.9,1.4,79,2000,1,881
21.7,17.6,1.0,78,2000,2,580
21.6,17.9,1.2,80,2000,3,302
21.2,18.1,0.6,83,2000,4,234
21.1,17.8,0.8,82,2000,5,169
21.0,18.1,0.9,84,2000,6,272
21.2,18.3,0.3,84,2000,7,453
21.7,17.6,0.3,78,2000,8,829
22.7,17.3,1.2,72,2000,9,934
24.4,17.3,1.6,65,1972,10,1017
25.2,17.8,1.2,64,1938,11,1212
25.4,17.8,0.9,63,2000,12,1284
25.8,18.7,1.0,65,1996,13,1465
25.7,19.1,1.2,67,2000,14,1474
25.2,19.5,0.2,71,2000,15,1077
24.4,19.4,0.6,74,1996,16,1273
24.4,19.6,0.6,75,2000,17,1474
24.2,19.6,1.2,76,2000,18,1566
23.8,19.7,2.2,78,1991,19,1578
23.5,19.8,1.7,80,1621,20,1613
23.3,19.6,0.7,80,1877,21,1710
23.1,19.2,0.6,79,1891,22,1566
22.9,19.4,0.9,81,1550,23,1210
22.8,19.5,1.5,82,935,0,1014
22.8,19.9,0.9,84,827,1,764
22.8,20.1,0.8,85,708,2,432
22.6,20.6,0.6,89,578,3,258
22.5,20.5,0.7,89,444,4,188
22.2,20.4,1.4,90,514,5,123
22.0,20.2,1.3,90,471,6,137
21.9,21.0,1.3,95,424,7,258
21.9,19.8,1.6,88,601,8,464
22.3,19.4,1.9,84,751,9,725
22.9,18.0,1.3,74,1162,10,813
23.4,15.4,2.1,61,1964,11,1014
23.7,16.4,1.9,64,1474,12,989
23.6,16.8,2.1,66,1689,13,754
23.4,18.0,2.2,72,682,14,409
23.2,20.1,1.5,83,349,15,222
22.5,20.0,2.5,86,342,16,142
22.0,20.0,2.2,89,285,17,322
21.5,19.6,3.0,89,350,18,520
21.2,18.9,2.7,87,479,19,852
21.1,19.0,1.7,88,404,20,1073
21.2,19.1,1.7,88,373,21,1146
21.4,19.1,2.4,87,540,22,988
21.3,17.7,2.6,80,1203,23,571
21.0,17.8,1.8,82,958,0,531
20.5,15.4,1.9,73,1693,1,337
20.3,16.9,1.9,81,1234,2,227
20.2,17.0,1.4,82,1202,3,186
20.0,16.6,2.0,81,1313,4,160
19.4,16.6,1.6,84,1252,5,246
18.8,16.7,1.2,88,798,6,625
18.5,16.4,1.4,88,695,7,1487
18.9,14.7,0.6,77,1109,8,2276
20.5,13.9,1.1,66,1711,9,1185
21.7,13.5,1.7,60,1540,10,868
23.8,13.9,2.1,54,1626,11,954
25.2,14.0,1.7,50,1710,12,1083
25.6,14.3,3.8,50,1876,13,1069
26.7,11.9,3.3,40,1822,14,1092
27.4,9.6,2.7,33,1955,15,1207
27.6,11.5,2.8,37,1935,16,1445
27.3,13.6,2.6,43,2000,17,2056
25.3,15.8,2.8,56,1992,18,3277
23.0,15.5,3.1,63,2000,19,2489
21.9,15.0,2.5,65,1986,20,2232
21.3,14.6,2.3,66,1989,21,2100
20.8,13.9,0.9,65,2000,22,1865
20.2,14.0,1.2,68,1963,23,1293
19.5,14.5,1.2,73,1916,0,0
19.3,13.9,0.4,71,1912,1,0
18.8,14.0,0.2,74,1866,2,0
18.7,14.3,0.5,76,1916,3,0
18.3,14.3,0.4,78,1906,4,0
17.9,13.8,0.5,77,1658,5,0
17.7,13.6,0.2,77,1757,6,0
17.8,13.5,0.5,76,1729,7,0
18.7,13.7,0.9,73,1501,8,0
20.8,13.7,1.1,64,1205,9,0
22.7,12.9,1.0,54,1619,10,0
24.1,11.7,2.1,46,1678,11,0
24.7,11.2,1.8,43,1809,12,0
25.6,10.9,2.5,40,1704,13,0
26.1,10.2,2.3,37,1749,14,0
26.1,12.5,2.8,43,1785,15,0
26.4,9.2,2.5,34,1953,16,0
25.5,10.1,2.9,38,1997,17,0
24.8,13.0,1.4,48,2000,18,0
23.2,14.2,2.2,57,2000,19,0
22.6,13.9,1.4,58,2000,20,0
22.1,14.2,1.5,61,2000,21,0
21.8,14.9,0.3,65,2000,22,0
21.2,15.2,1.3,69,1999,23,0
21.0,14.3,0.4,66,2000,0,0
20.5,13.4,0.4,64,2000,1,0
20.0,14.3,0.2,70,2000,2,0
19.7,14.0,0.5,70,2000,3,0
19.5,13.8,0.5,70,2000,4,0
19.3,14.3,0.9,73,1782,5,0
19.0,14.6,0.3,76,1488,6,0
19.0,14.2,0.8,74,1650,7,0
19.8,14.3,1.1,71,1534,8,0
21.5,13.6,0.8,61,1774,9,0
22.9,14.4,1.1,59,1819,10,0
23.6,14.0,0.6,55,1723,11,0
24.9,14.0,1.2,51,1619,12,0
26.5,11.4,1.7,39,1560,13,0
26.1,11.4,1.2,40,1840,14,0
25.9,10.8,1.4,39,1836,15,0
25.6,11.3,1.2,41,1594,16,0
25.0,11.8,1.3,44,1883,17,0
24.0,14.3,2.2,55,1691,18,0
23.5,14.7,0.4,58,1836,19,0
22.6,16.1,0.3,67,1737,20,0
21.7,14.3,1.8,63,1078,21,0
20.9,15.4,1.6,71,1057,22,0
20.4,11.5,0.9,57,2000,23,0
20.1,11.5,0.3,58,2000,0,886
20.0,11.7,1.1,59,1999,1,761
19.9,12.8,1.5,64,1755,2,524
19.6,14.4,1.7,72,1140,3,294
19.6,14.8,1.4,74,847,4,241
19.5,14.7,1.8,74,1421,5,137
18.8,16.2,1.4,85,412,6,47
18.0,17.1,1.6,95,375,7,130
18.0,16.5,1.3,91,896,8,299
18.2,17.0,1.4,93,572,9,89
18.4,16.8,1.2,91,394,10,87
18.8,17.9,1.5,95,597,11,111
19.0,17.4,1.7,91,965,12,180
18.9,17.0,2.6,89,586,13,301
19.3,16.3,2.3,83,2000,14,573
19.4,15.6,1.4,79,2000,15,696
19.5,14.9,2.1,75,2000,16,912
19.3,14.9,2.1,76,2000,17,1290
19.1,14.9,2.5,77,2000,18,1786
18.9,14.9,2.2,78,2000,19,1272
19.1,14.9,2.2,77,1834,20,898
18.7,15.9,2.7,84,1744,21,784
18.4,15.8,2.1,85,1772,22,1049
18.7,15.1,1.7,80,2000,23,935
18.9,14.9,2.1,78,2000,0,809
19.0,15.0,1.6,78,2000,1,674
19.1,15.1,1.3,78,2000,2,122
18.5,16.4,1.2,88,659,3,28
17.9,17.0,1.7,95,1298,4,24
17.8,16.6,1.8,93,2000,5,24
17.6,16.7,1.7,95,974,6,23
17.6,16.9,1.7,96,310,7,45
17.8,17.3,2.0,97,1284,8,127
18.2,17.5,1.3,96,1251,9,47
