Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales
688,4,13,3,2,2,0,12.65,0.042383069,108.0938,2009,1607.907
1229,4,13,1,2,2,2,5.945,0.155706798,127.9652,1998,645.826
1314,4,6,4,2,1,3,17.5,0.016767995,141.418,2002,1957.452
1556,4,3,2,2,1,3,7.39,0.120961347,143.847,2007,4866.998
47,4,15,1,2,2,2,9.8,0.178622919,177.937,1998,176.437
35,3,10,8,0,2,3,11.8,0.02633607,40.6138,1987,406.138
991,0,4,1,2,2,2,8.895,0.126287542,235.5616,1998,468.7232
1446,4,7,5,2,0,3,11.8,0.11350542,186.8924,1999,2961.4784
1073,3,6,9,2,2,1,12.6,0.094201477,213.356,1985,6501.8699
550,3,1,6,1,0,3,17.25,0.125224466,41.248,1997,679.116
542,3,15,2,2,1,3,11.35,0.005561798,168.379,2007,3225.801
1534,2,11,4,2,1,3,19.25,0.101980245,54.3956,2002,873.5296
874,3,9,2,2,1,3,19.7,0.081193712,198.411,2007,2553.343
377,4,13,5,2,0,3,14.0,0.024369007,40.2454,1999,922.7988
1461,4,10,2,2,1,3,8.355,0.188619537,146.4418,2007,3089.9778
674,1,15,5,2,0,3,15.1,0.094037291,62.3194,1999,495.3552
1219,4,10,4,2,1,3,12.1,0.030188505,77.367,2002,612.536
639,0,15,4,2,1,3,8.185,0.046578409,48.6692,2002,1182.4608
1448,3,7,0,1,0,2,12.6,0.195979015,186.2924,1985,555.2772
979,3,12,8,0,2,3,15.5,0.085763562,49.0692,1987,295.6152
276,3,12,6,1,0,3,14.0,0.105145451,144.2812,1997,4844.3608
386,4,8,7,1,1,3,18.0,0.019382568,129.3994,2004,3340.9844
901,4,7,5,2,0,3,9.6,0.0,166.5158,1999,3509.4318
89,4,15,9,2,2,1,12.6,0.093002339,177.7712,1985,4921.5936
1284,4,14,8,0,2,3,9.6,0.035549527,244.117,1987,5346.374
455,4,12,9,2,2,1,12.6,0.054720642,107.8254,1985,2387.5588
1139,3,12,2,2,1,3,16.7,0.052708138,114.7176,2007,2404.8696
729,4,10,5,2,0,3,9.3,0.089144149,144.9786,1999,1011.3502
923,4,15,7,1,1,3,8.1,0.128011859,210.9902,2004,6371.706
1495,4,13,2,2,1,3,19.1,0.178272728,172.4422,2007,1551.9798
798,4,13,3,2,2,0,8.88,0.099024124,208.527,2009,3145.905
866,3,10,2,2,1,3,6.825,0.046898544,153.7998,2007,922.7988
395,3,12,7,1,1,3,11.5,0.041994624,194.782,2004,3475.476
1508,4,12,2,2,1,3,7.075,0.022694623,98.8068,2007,2527.3768
1261,4,13,2,2,1,3,20.7,0.039467795,151.7366,2007,604.5464
463,3,1,5,2,0,3,7.895,0.061270647,56.7588,1999,343.5528
427,4,13,3,2,2,0,6.86,0.036686158,229.601,2009,2526.711
795,3,14,8,0,2,3,9.6,0.014200671,187.1872,1987,3214.4824
323,4,13,6,1,0,3,12.1,0.079806266,172.1106,1997,3422.212
862,4,15,8,0,2,3,11.1,0.059797172,151.8366,1987,1057.9562
1407,4,4,4,2,1,3,9.5,0.0,190.9872,2002,3025.3952
1439,4,14,5,2,0,3,21.0,0.049381666,193.0478,1999,1549.9824
1442,3,15,6,1,0,3,5.46,0.107057186,144.9786,1997,2022.7004
1521,3,15,0,1,0,2,12.6,0.109274313,225.3062,1985,677.1186
1411,4,8,8,0,2,3,17.6,0.018889593,236.259,1987,4727.18
734,4,13,4,2,1,3,20.35,0.021369722,75.8328,2002,154.4656
563,4,13,5,2,0,3,7.39,0.092927148,249.5066,1999,4267.1122
1104,3,2,0,1,0,2,12.6,0.113139486,92.9804,1985,183.7608
1025,3,14,8,0,2,3,9.195,0.117387066,160.2578,1987,4492.8184
544,4,13,7,1,1,3,17.1,0.038730229,166.2842,2004,4807.7418
708,3,10,3,2,2,0,13.0,0.030211742,59.322,2009,539.298
122,4,9,5,2,0,3,15.5,0.032924463,107.2938,1999,2143.876
622,4,13,3,2,2,0,8.695,0.120022543,94.8094,2009,1428.141
1326,3,14,9,2,2,1,12.6,0.037388493,107.8254,1985,1410.8302
457,0,13,6,1,0,3,7.5,0.096413261,55.3588,1997,1030.6584
344,4,14,3,2,2,0,7.485,0.069405301,112.1228,2009,1105.228
963,4,3,4,2,1,3,9.8,0.090649107,194.3478,2002,4649.9472
1453,4,8,4,2,1,3,11.395,0.021649904,150.8708,2002,4363.6532
1477,4,13,7,1,1,3,20.7,0.02689477,76.7354,2004,2482.7682
1303,3,12,5,2,0,3,16.2,0.016679232,96.3726,1999,2740.4328
882,3,2,0,1,0,2,12.6,0.00978492,225.9062,1985,451.4124
849,4,7,6,1,0,3,13.15,0.056429024,144.2812,1997,1282.3308
1380,4,6,6,1,0,3,21.25,0.009998763,182.3608,1997,551.2824
826,4,5,4,2,1,3,13.15,0.020757926,84.3566,2002,761.0094
1542,2,13,4,2,1,3,19.6,0.041374909,89.2514,2002,1416.8224
1514,4,14,2,2,1,3,12.6,0.096756649,208.7612,2007,5226.53
42,3,11,2,2,1,3,12.8,0.079523619,181.7608,2007,4961.5416
316,4,11,2,2,1,3,7.285,0.0,155.1288,2007,1414.1592
787,4,3,2,2,1,3,13.1,0.012167988,190.253,2007,4174.566
1097,3,14,4,2,1,3,8.63,0.032976399,114.6518,2002,2846.295
1347,3,12,2,2,1,3,10.195,0.147492524,141.5838,2007,1685.8056
1341,3,14,5,2,0,3,16.85,0.0,110.0544,1999,2572.6512
891,4,9,5,2,0,3,9.3,0.028566433,193.0136,1999,4860.34
1524,3,12,3,2,2,0,15.85,0.110479217,36.7506,2009,531.3084
368,4,8,4,2,1,3,5.485,0.042838514,163.7842,2002,1657.842
490,4,15,8,0,2,3,18.25,0.012264903,162.8894,1987,3397.5774
1514,4,14,8,0,2,3,12.6,0.096132367,208.9612,1987,4181.224
1285,2,7,0,1,0,2,12.6,0.168780127,197.8768,1985,197.0768
1185,4,12,4,2,1,3,12.85,0.099193899,38.1164,2002,656.4788
978,4,11,7,1,1,3,6.13,0.076721393,59.4536,2004,2021.3688
1251,3,15,0,1,0,2,12.6,0.06173052,159.1578,1985,160.4578
1457,4,7,8,0,2,3,5.655,0.174934513,145.0102,1987,1895.5326
1385,4,13,6,1,0,3,11.1,0.0,119.1124,1997,1303.6364
702,3,14,3,2,2,0,11.6,0.009802791,223.0404,2009,1125.202
608,3,12,5,2,0,3,16.0,0.09942555,87.0856,1999,527.3136
796,4,2,5,2,0,3,12.15,0.062384659,34.6532,1999,719.064
1257,3,5,3,2,2,0,6.55,0.034745307,158.8288,2009,4399.6064
1284,4,14,6,1,0,3,9.6,0.035579135,244.417,1997,1944.136
1343,4,13,3,2,2,0,19.1,0.067569539,43.0796,2009,619.194
1298,3,11,8,0,2,3,14.0,0.029697925,143.0786,1987,3178.5292
1251,3,15,7,1,1,3,14.85,0.03525037,160.9578,2004,2246.4092
1082,2,9,8,0,2,3,4.92,0.045916788,198.8084,1987,2976.126
1111,4,15,4,2,1,3,13.5,0.021539999,182.4976,2002,1629.8784
1167,3,10,4,2,1,3,15.7,0.027673055,169.279,2002,3735.138
1252,4,13,7,1,1,3,8.97,0.092997032,55.2956,2004,873.5296
658,4,7,6,1,0,3,15.35,0.073283193,91.812,1997,1771.028
1427,3,10,9,2,2,1,12.6,0.041049322,41.2454,1985,1342.2528
945,3,6,9,2,2,1,12.6,0.008525061,72.5038,1985,2512.7292
1399,4,14,2,2,1,3,17.7,0.117201696,184.0266,2007,2397.5458
1230,4,13,7,1,1,3,6.36,0.005977465,163.3526,2004,2631.2416
846,4,12,9,2,2,1,12.6,0.0,225.3062,1985,4288.4178
1150,4,11,0,1,0,2,12.6,0.157528118,142.9154,1985,141.8154
900,4,9,6,1,0,3,8.235,0.082427854,149.3076,1997,2808.3444
848,4,8,5,2,0,3,12.35,0.041802518,34.8216,1999,311.5944
435,4,8,6,1,0,3,18.0,0.015450376,158.9604,1997,1584.604
1292,4,9,1,2,2,2,20.0,0.057527544,43.1086,1998,89.2172
1053,4,15,3,2,2,0,6.055,0.025512207,159.692,2009,5592.72
843,1,9,1,2,2,2,6.63,0.174110803,166.85,1998,499.35
1169,4,9,9,2,2,1,12.6,0.175362333,158.9604,1985,4436.8912
123,3,11,3,2,2,0,8.3,0.038367194,87.1198,2009,959.4178
1134,3,11,8,0,2,3,20.25,0.014781046,193.8162,1987,3463.4916
1042,3,10,5,2,0,3,8.6,0.040268044,191.453,1999,1707.777
1530,4,13,2,2,1,3,19.5,0.014355033,55.4614,2007,552.614
819,3,14,4,2,1,3,5.095,0.129766301,141.6838,2002,3231.1274
617,4,6,2,2,1,3,11.0,0.008997141,119.9756,2007,1938.8096
1191,4,14,5,2,0,3,18.25,0.07784544,260.5962,1999,3884.943
1292,4,9,3,2,2,0,20.0,0.0,43.4086,2009,401.4774
1441,4,11,9,2,2,1,12.6,0.074265816,109.5228,1985,3757.7752
1518,3,15,9,2,2,1,12.6,0.102422487,131.4968,1985,1565.9616
1175,4,12,2,2,1,3,7.5,0.032811503,239.6906,2007,2614.5966
807,3,9,3,2,2,0,7.22,0.038477325,62.951,2009,1138.518
512,3,6,6,1,0,3,12.0,0.020411155,98.6042,1997,1091.2462
317,3,10,2,2,1,3,12.15,0.042552418,123.5046,2007,1743.0644
702,3,14,2,2,1,3,11.6,0.009818244,223.1404,2007,5175.9292
1327,3,9,6,1,0,3,8.315,0.035572183,144.4444,1997,2902.888
464,3,6,5,2,0,3,12.15,0.04274788,183.695,1999,2929.52
567,4,10,5,2,0,3,5.905,0.04572322,222.1456,1999,5747.1856
638,4,7,4,2,1,3,8.575,0.023934398,105.828,2002,958.752
937,3,0,5,2,0,3,17.35,0.146527359,147.905,1999,2247.075
676,4,13,7,1,1,3,18.6,0.012651172,123.1414,2004,2314.9866
935,4,13,9,2,2,1,12.6,0.107507291,34.8558,1985,441.4254
1339,3,6,4,2,1,3,15.1,0.096295326,133.4942,2002,1457.4362
83,4,2,9,2,2,1,12.6,0.0,167.5158,1985,4345.0108
950,4,6,7,1,1,3,7.825,0.079613553,65.0826,2004,1162.4868
968,4,9,3,2,2,0,9.17,0.103398309,143.947,2009,2576.646
636,3,15,1,2,2,2,20.7,0.16767231,124.2388,1998,247.6776
1516,4,14,8,0,2,3,12.1,0.020551458,146.6734,1987,2227.101
1335,3,14,5,2,0,3,13.65,0.025961116,80.4302,1999,316.9208
822,3,9,5,2,0,3,8.38,0.046960237,111.857,1999,2966.139
305,4,15,3,2,2,0,19.75,0.041533438,119.8466,2009,2239.0854
137,4,7,6,1,0,3,8.67,0.065436581,142.9128,1997,2013.3792
1400,4,9,4,2,1,3,15.6,0.08126841,110.2544,2002,1789.6704
238,3,11,3,2,2,0,12.35,0.072689818,48.7692,2009,788.3072
1399,4,14,5,2,0,3,17.7,0.116723677,182.4266,1999,5163.9448
541,3,10,3,2,2,0,12.5,0.074035423,87.9198,2009,1133.8574
1430,3,15,8,0,2,3,20.2,0.059751638,129.1678,1987,1017.3424
1277,4,13,4,2,1,3,13.15,0.092854963,158.7604,2002,3010.7476
104,3,12,0,1,0,2,12.6,0.0,230.0668,1985,691.1004
364,4,14,9,2,2,1,12.6,0.044606379,174.2054,1985,4377.635
1402,4,14,8,0,2,3,10.85,0.162107603,106.3622,1987,2117.244
742,4,8,9,2,2,1,12.6,0.0,37.3506,1985,1024.6662
1394,4,14,3,2,2,0,17.7,0.030060895,166.4816,2009,2013.3792
927,4,9,2,2,1,3,14.35,0.081050006,79.196,2007,1278.336
769,3,12,2,2,1,3,20.0,0.051783761,125.8678,2007,3433.5306
786,4,9,8,0,2,3,12.3,0.0,37.2874,1987,705.748
926,3,9,3,2,2,0,10.3,0.024998007,174.4422,2009,3448.844
1425,3,14,8,0,2,3,15.6,0.105208448,170.5764,1987,4466.1864
590,3,9,3,2,2,0,9.8,0.14118383,50.5008,2009,253.004
320,4,14,3,2,2,0,11.1,0.135692831,220.0482,2009,2628.5784
1210,4,12,9,2,2,1,12.6,0.116347087,76.867,1985,2526.711
1317,4,15,8,0,2,3,11.8,0.12150063,46.8402,1987,413.4618
430,3,15,2,2,1,3,7.72,0.088864488,119.3466,2007,3064.0116
809,4,12,9,2,2,1,12.6,0.070912843,121.5098,1985,2410.196
1532,3,12,6,1,0,3,19.6,0.041571557,49.9376,1997,623.1888
89,4,15,6,1,0,3,6.425,0.093454899,175.3712,1997,2988.1104
965,4,15,6,1,0,3,20.85,0.021329793,105.5306,1997,940.7754
301,4,13,1,2,2,2,18.0,0.079299474,170.5422,1998,344.8844
1528,4,14,4,2,1,3,7.05,0.085138334,108.6912,2002,1310.2944
1479,4,11,6,1,0,3,16.25,0.087175137,98.341,1997,1351.574
961,4,11,2,2,1,3,20.7,0.093214498,74.667,2007,2143.876
224,4,11,8,0,2,3,5.44,0.025458716,241.2538,1987,3124.5994
1035,4,13,8,0,2,3,20.5,0.032741422,40.4822,1987,589.233
1302,3,15,5,2,0,3,12.35,0.038560279,109.857,1999,1208.427
1048,4,12,9,2,2,1,12.6,0.130544568,248.046,1985,6501.8699
1466,4,4,7,1,1,3,4.61,0.122629121,175.4396,2004,2616.594
143,4,13,2,2,1,3,8.275,0.110913601,106.3306,2007,1254.3672
440,4,15,9,2,2,1,12.6,0.121635591,175.4738,1985,2954.1546
1448,3,7,3,2,2,0,8.27,0.128449055,186.5924,2009,4442.2176
455,4,12,4,2,1,3,7.905,0.055098434,109.2254,2002,976.7286
376,4,8,5,2,0,3,16.2,0.0,182.1608,1999,3123.9336
1510,2,15,0,1,0,2,12.6,0.0,258.3988,1985,256.9988
1180,4,13,4,2,1,3,13.6,0.010013429,176.437,2002,4587.362
1525,4,3,2,2,1,3,9.395,0.040187877,85.6908,2007,1593.9252
262,1,15,1,2,2,2,7.35,0.024044279,241.0512,1998,242.3512
1359,4,12,8,0,2,3,15.35,0.014007727,38.319,1987,292.952
1427,3,10,8,0,2,3,14.5,0.041214746,42.0454,1987,629.181
1043,3,9,3,2,2,0,12.6,0.031663212,173.2764,2009,1030.6584
719,3,9,8,0,2,3,10.8,0.0,39.3138,1987,1015.345
1126,4,10,5,2,0,3,18.85,0.042716162,257.833,1999,3332.329
413,4,3,4,2,1,3,12.15,0.06479182,254.004,2002,2277.036
702,3,14,7,1,1,3,11.6,0.009761175,226.9404,2004,1800.3232
576,4,13,8,0,2,3,15.3,0.02295878,101.6332,1987,1845.5976
707,3,11,6,1,0,3,20.35,0.030927632,256.8672,1997,3579.3408
564,4,11,1,2,2,2,14.5,0.103752817,155.1998,1998,307.5996
760,3,14,6,1,0,3,6.89,0.136428395,193.982,1997,1737.738
589,3,15,1,2,2,2,14.6,0.071904258,106.8254,1998,108.5254
115,1,10,3,2,2,0,16.85,0.026627857,93.712,2009,745.696
1527,4,11,8,0,2,3,8.93,0.028393624,153.434,1987,1378.206
403,3,14,2,2,1,3,8.31,0.116331694,176.9028,2007,3010.7476
209,4,14,1,2,2,2,19.0,0.112893408,131.0626,1998,524.6504
1135,3,6,9,2,2,1,12.6,0.017937483,103.499,1985,1547.985
513,3,12,0,1,0,2,12.6,0.164438907,188.4214,1985,376.8428
282,3,6,6,1,0,3,5.19,0.044252621,102.599,1997,1651.184
850,4,12,2,2,1,3,17.0,0.120060274,246.5434,2007,4470.1812
378,3,6,8,0,2,3,11.65,0.010909704,110.8544,1987,1677.816
790,4,13,4,2,1,3,20.25,0.059055045,247.346,2002,1970.768
1432,4,8,1,2,2,2,10.0,0.149223055,145.8102,1998,874.8612
629,3,11,0,1,0,2,12.6,0.084404264,49.5376,1985,143.8128
1033,3,15,2,2,1,3,11.1,0.054079556,165.9526,2007,2631.2416
1242,1,6,3,2,2,0,11.8,0.057655493,152.6366,2009,1662.5026
64,3,14,3,2,2,0,9.695,0.030413777,221.3114,2009,2217.114
1019,4,15,2,2,1,3,13.65,0.049496899,151.505,2007,2846.295
1370,3,15,6,1,0,3,17.75,0.029653914,140.5838,1997,2669.1922
456,4,13,3,2,2,0,11.3,0.047912071,179.866,2009,1258.362
1171,4,14,9,2,2,1,12.6,0.066611321,178.237,1985,3705.177
1478,4,12,6,1,0,3,19.35,0.016611475,122.0098,1997,2651.2156
340,3,11,4,2,1,3,6.905,0.03822479,99.8726,2002,587.2356
915,3,2,5,2,0,3,13.5,0.129016487,98.4068,1999,1846.9292
1341,3,14,2,2,1,3,16.85,0.080141165,111.4544,2007,2013.3792
1543,3,15,4,2,1,3,20.6,0.0480335,188.2556,2002,3755.112
771,3,6,5,2,0,3,6.175,0.179355893,94.1752,1999,575.2512
1447,3,12,3,2,2,0,18.5,0.062510529,146.8418,2009,2059.9852
942,4,14,7,1,1,3,13.35,0.038519399,236.8564,2004,5005.4844
1286,4,13,9,2,2,1,12.6,0.047827139,105.3622,1985,3387.5904
226,3,10,5,2,0,3,8.115,0.032208865,154.9972,1999,3739.1328
1529,4,10,3,2,2,0,15.85,0.078874948,37.4506,2009,303.6048
906,3,5,0,1,0,2,12.6,0.097275777,223.9088,1985,223.7088
1173,4,15,2,2,1,3,16.35,0.020664178,50.8324,2007,1298.31
379,4,15,3,2,2,0,21.35,0.078060605,96.0094,2009,380.8376
1048,4,12,3,2,2,0,12.15,0.131714183,245.846,2009,4434.228
1306,4,4,5,2,0,3,16.6,0.135944247,172.0422,1999,2586.633
1463,3,12,3,2,2,0,11.6,0.077478931,170.3106,2009,4277.765
1362,3,14,4,2,1,3,20.6,0.046114018,178.2344,2002,1070.6064
814,3,10,0,1,0,2,12.6,0.161030847,251.2408,1985,1001.3632
1265,3,12,6,1,0,3,20.1,0.054455495,149.5366,1997,2871.5954
577,3,11,3,2,2,0,13.65,0.0,186.024,2009,4287.752
391,4,11,2,2,1,3,13.3,0.080257683,232.63,2007,1864.24
225,4,13,9,2,2,1,12.6,0.059037538,237.7248,1985,2607.2728
573,2,7,9,2,2,1,12.6,0.094916347,172.3106,1985,4277.765
1173,4,15,1,2,2,2,16.35,0.034393057,50.8324,1998,155.7972
1387,4,8,3,2,2,0,5.32,0.093261677,100.9674,2009,1222.4088
1320,3,10,6,1,0,3,15.0,0.16143544,185.1266,1997,2766.399
694,3,14,8,0,2,3,8.27,0.089479661,148.6708,1987,2106.5912
534,4,15,9,2,2,1,12.6,0.008722342,123.5414,1985,4508.1318
1192,4,11,2,2,1,3,13.1,0.020988798,117.7782,2007,1191.782
745,4,6,5,2,0,3,12.5,0.081260969,221.7798,1999,3085.3172
1436,4,11,6,1,0,3,19.1,0.045308131,42.5138,1997,649.8208
1452,4,13,2,2,1,3,11.3,0.06705851,194.0478,2007,3293.7126
953,4,14,8,0,2,3,13.65,0.035930784,184.4924,1987,6501.8699
1411,0,8,9,2,2,1,12.6,0.018813776,235.259,1985,5672.616
1199,4,8,9,2,2,1,12.6,0.032099989,164.1526,1985,2960.1468
875,3,11,3,2,2,0,18.85,0.06823032,121.044,2009,1557.972
1367,3,14,7,1,1,3,5.59,0.056592115,65.0168,2004,447.4176
676,4,13,8,0,2,3,18.6,0.012643035,119.8414,1987,365.5242
948,4,12,1,2,2,2,9.31,0.063529046,63.751,1998,126.502
307,4,6,6,1,0,3,6.17,0.010630949,65.9826,1997,1162.4868
1179,3,14,7,1,1,3,5.175,0.029490377,107.6622,2004,2858.2794
1349,4,13,0,1,0,2,12.6,0.129983688,93.0462,1985,185.0924
513,3,12,3,2,2,0,19.2,0.094300933,187.5214,2009,1695.7926
820,3,15,8,0,2,3,12.85,0.152001201,252.3382,1987,6056.1168
98,4,13,8,0,2,3,16.25,0.039113587,116.0176,1987,1488.7288
12,4,13,2,2,1,3,6.13,0.02848169,110.4912,2007,1310.2944
1279,4,13,3,2,2,0,12.3,0.05271592,189.653,2009,569.259
86,4,8,0,1,0,2,12.6,0.182493512,258.8278,1985,1041.3112
756,4,8,1,2,2,2,10.1,0.050562853,153.3656,1998,463.3968
857,4,3,3,2,2,0,11.15,0.07366703,66.2142,2009,131.8284
1401,4,6,3,2,2,0,19.35,0.03322326,172.0738,2009,3301.7022
705,4,7,2,2,1,3,17.25,0.037396492,165.6526,2007,1808.9786
1262,4,0,7,1,1,3,19.85,0.054015429,196.3768,2004,4138.6128
609,3,6,4,2,1,3,9.5,0.02210346,194.7452,2002,1370.2164
362,4,14,5,2,0,3,9.395,0.099274694,104.528,1999,852.224
957,4,7,8,0,2,3,4.59,0.070721656,113.286,1987,1471.418
1193,4,15,7,1,1,3,5.98,0.043554614,148.2418,2004,2354.2688
673,3,15,5,2,0,3,6.46,0.04923932,144.4102,1999,4374.306
1449,4,15,7,1,1,3,7.02,0.08114883,146.8734,2004,3563.3616
1374,4,7,7,1,1,3,8.52,0.027054244,151.5682,2004,3506.7686
566,3,15,1,2,2,2,12.6,0.036773101,250.3092,1998,249.0092
861,3,5,1,2,2,2,5.94,0.049163321,186.4556,1998,563.2668
803,4,10,6,1,0,3,16.25,0.078168739,91.3804,1997,1653.8472
373,4,12,5,2,0,3,10.695,0.05337973,56.7904,1999,1113.2176
715,3,12,2,2,1,3,5.88,0.030418998,103.099,2007,1341.587
1130,2,5,3,2,2,0,9.3,0.111673587,65.7826,2009,968.739
646,3,10,7,1,1,3,19.5,0.027341529,158.292,2004,3994.8
1545,3,15,3,2,2,0,5.82,0.077634044,256.433,2009,3844.995
1022,4,12,6,1,0,3,8.68,0.008835694,96.5384,1997,1182.4608
613,4,8,6,1,0,3,15.7,0.055990291,153.2024,1997,3795.06
69,3,12,9,2,2,1,12.6,0.00799548,78.5618,1985,2255.7304
1056,4,15,3,2,2,0,12.8,0.076369874,97.241,2009,1448.115
1212,4,9,4,2,1,3,15.1,0.095351065,158.6604,2002,2535.3664
853,4,14,7,1,1,3,7.31,0.026783871,108.157,2004,1098.57
441,4,14,9,2,2,1,12.6,0.01520491,197.2084,1985,4166.5764
311,4,15,6,1,0,3,12.35,0.099757833,113.9518,1997,910.8144
643,2,10,8,0,2,3,16.6,0.0,117.3124,1987,2014.7108
829,3,12,7,1,1,3,14.35,0.090896452,231.2984,2004,6024.1584
1508,4,12,5,2,0,3,7.075,0.022602061,98.1068,1999,1458.102
288,4,4,6,1,0,3,18.25,0.044250304,174.708,1997,2423.512
1368,4,11,3,2,2,0,13.1,0.075885921,165.1158,2009,1504.0422
585,4,8,3,2,2,0,7.68,0.153177941,85.2224,2009,1278.336
874,3,9,4,2,1,3,19.7,0.0,197.911,2002,1767.699
1374,4,7,4,2,1,3,8.52,0.027114238,151.9682,2002,1677.1502
1370,3,15,1,2,2,2,17.75,0.049634572,140.2838,1998,280.9676
1341,1,14,9,2,2,1,12.6,0.0,112.2544,1985,3914.904
582,3,14,2,2,1,3,5.785,0.040587146,180.366,2007,1258.362
1229,2,13,7,1,1,3,5.945,0.093008616,127.8652,2004,2195.8084
1333,3,11,2,2,1,3,18.25,0.17179432,154.663,2007,2659.871
1022,4,12,8,0,2,3,8.68,0.008828341,99.9384,1987,689.7688
1098,2,0,6,1,0,3,11.65,0.033858187,113.386,1997,2603.278
1200,1,10,3,2,2,0,19.25,0.034841089,141.1496,2009,282.2992
452,4,13,1,2,2,2,16.2,0.08425957,192.3162,1998,769.6648
1063,3,10,8,0,2,3,13.0,0.083444376,195.8426,1987,4152.5946
709,0,11,4,2,1,3,17.75,0.030497325,256.9672,2002,1534.0032
1048,4,12,6,1,0,3,12.15,0.131179812,245.246,1997,3202.498
1523,4,6,5,2,0,3,6.32,0.012737719,38.5822,1999,353.5398
256,3,15,7,1,1,3,17.25,0.159165324,63.4194,2004,1547.985
125,4,15,3,2,2,0,7.72,0.122015744,121.744,2009,2277.036
875,3,11,4,2,1,3,18.85,0.068091318,120.644,2002,3475.476
1171,4,14,2,2,1,3,19.7,0.067314073,175.137,2007,2822.992
1427,3,10,6,1,0,3,14.5,0.041249072,40.5454,1997,1216.4166
1233,4,15,7,1,1,3,17.7,0.174340475,116.6834,2004,3570.6854
302,3,10,7,1,1,3,15.7,0.11454343,113.7202,2004,3263.0858
635,4,14,3,2,2,0,9.695,0.029693277,159.792,2009,2716.464
1544,3,11,6,1,0,3,11.8,0.107057186,224.1772,1997,3558.0352
203,4,9,0,1,0,2,12.6,0.009921107,183.6924,1985,555.2772
1291,4,13,9,2,2,1,12.6,0.031583053,260.991,1985,6501.8699
1480,4,8,7,1,1,3,15.2,0.097043739,116.8492,2004,2664.5316
1426,1,15,7,1,1,3,8.77,0.046762633,170.8422,2004,1724.422
1114,4,10,7,1,1,3,19.7,0.064909488,88.5198,2004,1308.297
716,2,13,5,2,0,3,10.5,0.011305479,235.5248,1999,4740.496
1332,3,15,1,2,2,2,15.1,0.0,146.2786,1998,433.4358
1393,3,10,8,0,2,3,5.405,0.053576661,200.5742,1987,2388.8904
928,3,6,8,0,2,3,20.35,0.150947728,81.0276,1987,1868.2348
533,0,11,0,1,0,2,12.6,0.10818157,149.605,1985,449.415
799,3,15,7,1,1,3,5.785,0.038749536,262.0252,2004,4459.5284
1446,4,7,3,2,2,0,11.8,0.113790879,185.3924,2009,370.1848
766,4,12,9,2,2,1,12.6,0.065313024,47.1402,1985,1516.0266
363,4,2,2,2,1,3,12.5,0.0,127.102,2007,253.004
505,3,7,2,2,1,3,6.11,0.152813518,45.6086,2007,1025.9978
286,4,13,8,0,2,3,7.105,0.044771473,58.2562,1987,592.562
1558,4,10,4,2,1,3,8.5,0.098083231,50.3324,2002,675.1212
257,3,9,2,2,1,3,16.7,0.06121901,100.0384,2007,1970.768
1381,3,10,2,2,1,3,17.1,0.047073322,138.6838,2007,2950.1598
660,4,15,2,2,1,3,8.325,0.029953314,39.5138,2007,568.5932
229,4,14,8,0,2,3,15.85,0.0,55.1956,1987,1255.6988
467,4,3,0,1,0,2,12.6,0.040520754,153.934,1985,153.134
1206,4,14,9,2,2,1,12.6,0.052554508,190.3504,1985,1917.504
1519,4,12,2,2,1,3,12.15,0.018514652,252.7698,2007,5834.4054
1529,4,10,4,2,1,3,15.85,0.07871426,37.2506,2002,493.3578
894,4,5,7,1,1,3,17.1,0.054197299,83.5566,2004,1860.2452
1345,4,14,6,1,0,3,15.5,0.103442268,144.847,1997,2433.499
573,2,7,7,1,1,3,14.15,0.095360186,172.3106,2004,3251.1014
1300,0,10,9,2,2,1,12.6,0.053031857,149.1734,1985,4454.202
559,4,7,7,1,1,3,6.865,0.013990601,127.6652,2004,2841.6344
1260,3,1,7,1,1,3,16.5,0.066237024,183.1292,2004,6385.022
1513,4,8,7,1,1,3,14.5,0.089761211,159.4604,2004,2376.906
1350,3,14,3,2,2,0,19.35,0.01863822,110.2544,2009,1677.816
611,4,13,3,2,2,0,8.51,0.016176344,192.1478,2009,1937.478
1300,4,10,1,2,2,2,6.65,0.089196394,147.0734,1998,296.9468
563,4,13,6,1,0,3,7.39,0.092782895,252.6066,1997,2259.0594
1174,4,15,5,2,0,3,10.895,0.0358031,130.3284,1999,2504.7396
730,3,10,7,1,1,3,8.63,0.028271345,170.5422,2004,2069.3064
641,4,9,6,1,0,3,7.75,0.043238822,92.5436,1997,1701.7848
1123,4,6,5,2,0,3,12.15,0.037955309,62.8826,1999,710.4086
1170,4,12,3,2,2,0,18.25,0.089186083,194.3452,2009,4502.1396
106,4,11,5,2,0,3,19.85,0.044566659,88.5856,1999,703.0848
891,4,9,3,2,2,0,9.3,0.028638276,195.8136,2009,2138.5496
29,3,15,9,2,2,1,12.6,0.057762301,237.3564,1985,2145.2076
336,2,4,4,2,1,3,5.98,0.075711199,55.6614,2002,331.5684
324,4,9,0,1,0,2,12.6,0.027767577,82.1592,1985,412.796
433,4,11,6,1,0,3,7.02,0.049865399,82.925,1997,1165.15
632,4,15,5,2,0,3,7.72,0.052061483,76.7986,1999,1324.2762
